Species	AT2G31240	6733	TC05G003200	6500	6977	TC02G024400	TC09G017950	6570	6447	6483	TC00G083870	7371	TC05G027690	5772	outlier014	6139	6883	4932	TC09G009480	6532	6450	TC02G003180	5406	TC07G000920	5034	6893	TC01G019030	7325	TC07G011130	4951	6034	6954	6631	TC04G030670	7602	4724	6227	TC06G016050	5318	AT3G04880	6320	6407	6363	6565	KT377126.1	TC04G026920	TC00G047210	7628	KT377094.1	TC06G006880	5843	5578	6962	6406	5960	5981	5942	5816	6164	TC09G025650	6797	TC01G032610	6439	5933	NM_179236.3	6420	6875	TC01G021540	AT5G13520	5639	TC03G028600	outlier002	5866	6274	NM_001198514.1	5990	TC04G015820	5354	5945	outlier010	7111	TC01G040040	5918	6430	7363	4890	6448	AT5G50280	AT2G35790	5842	outlier001	outlier011	6004	5926	6064	6265	5427	6492	6865	5328	5163	5469	7028	5343	NM_124699.3	5531	6848	5870	AT3G46610	5464	TC01G019250	5162	6383	6785	7194	5536	6238	7241	5326	AT3G56460	7128	5699	7021	TC05G029300	6780	KT377102.1	6366	6557	7333	AT3G10150	6978	TC09G034320	TC03G025580	5296	4954	6000	6601	TC02G023190	AT1G63680	AT5G64370	5802	AT1G02020	AT4G15420	TC03G023900	AT4G39520	6150	AT5G55960	6507	5220	6552	6460	6792	5841	5821	AT5G08530	AT2G01650	6924	6854	7029	5865	6859	5489	6459	5188	TC03G001430	5980	5138	TC01G005310	TC09G007890	6540	TC01G033670	6130	6270	5599	5449	5032	AT5G13630	AT5G02860	TC02G026940	6098	AT5G13030	TC01G002420	5335	6705	5656	5177	6488	6221	4796	outlier006	7367	outlier013	TC04G028160	4848	6128	6412	5434	6506	6318	7336	5339	6110	5460	5919	6148	6958	KT377086.1	6550	AT5G23940	5064	6641	6860	5941	5644	5791	6914	7024	6882	TC07G000500	AT4G38890	6387	AT3G53700	7135	5936	7141	6782	6299	5702	AT3G24190	4691	AT4G00740	4806	5968	6457	6528	AT3G56940	outlier003	6114	6909	6864	4744	TC04G019470	6036	5366	AT5G40440	TC06G011670	6051	AT1G48520	5123	6378	6679	5913	6494	5454	5116	5206	AT3G59040	TC03G002530	TC05G024510	5426	AT3G02760	6401	5594	5857	AT1G17160	4471	6779	6969	5949	outlier005	6620	6379	5428	5355	6405	6216	TC09G004790	AT1G52310	5421	KT377070.1	4942	5347	6933	5596	7273	TC02G006310	outlier004	TC09G010970	TC02G004290	5849	TC03G012430	6487	TC06G020780	5264	5333	AT3G54690	6393	AT5G13400	6282	6636	6050	TC05G008010	5977	5463	outlier009	5634	6979	5660	6527	6732	7279	6226	AT5G57930	TC02G009310	4889	6048	5348	7572	5703	7577	AT2G35130	6533	6946	NM_148067.4	5733	4992	7331	TC04G030490	6072	TC09G026260	5260	TC08G013000	6198	5271	5554	6531	6947	5273	6667	5859	AJ133743.1	TC05G005750	outlier007	5716	AT4G33945	6913	5893	6119	6791	KT377078.1	6995	TC03G010340	5477	7174	7324	6284	5090	6544	6398	5815	AT3G54090	6825	6056	7136	5398	6175	TC09G026350	5664	6713	4757	5910	7583	6955	5104	AT3G26782	5770	7296	outlier008	6563	4793	4802	AT1G65380	AT2G33630	TC01G007130	KT377118.1	TC05G022880	NM_113708.2	5614	6041	5940	AT5G21070	6538	outlier012	6639	5958	5513
SRR10244997	960	0	162	0	0	189	0	0	0	0	0	0	501	0	0	231	0	192	0	0	0	144	234	132	0	0	0	0	156	0	0	0	0	201	0	168	0	300	0	0	0	0	120	0	0	0	0	0	0	216	0	0	0	0	0	0	264	0	0	0	0	372	0	0	177	231	138	0	0	0	0	0	0	0	0	0	729	0	0	0	0	291	0	0	0	0	0	255	201	0	0	0	0	150	0	0	0	0	0	288	0	153	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	228	234	99	0	0	0	0	0	0	0	0	0	0	354	432	0	561	0	0	339	180	345	0	213	219	357	270	0	129	0	195	0	285	0	0	0	270	132	0	0	0	0	0	0	0	0	0	0	0	300	261	0	228	0	0	0	0	0	219	231	414	0	66	744	0	0	0	0	0	0	0	0	0	0	282	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	195	213	0	0	0	0	270	261	0	339	0	0	0	0	0	0	213	0	171	0	0	0	0	294	0	0	0	0	0	138	0	0	0	0	273	0	0	0	0	0	228	0	0	123	294	180	282	168	252	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	192	441	0	195	0	0	0	204	0	231	0	0	345	0	0	156	0	165	0	0	0	168	0	0	0	0	0	0	0	0	0	0	177	0	0	0	201	0	0	0	0	0	0	0	261	0	0	249	0	0	0	0	0	0	0	210	0	0	156	0	0	0	141	0	0	0	0	0	237	0	0	0	0	0	0	306	0	0	0	237	0	0	0	0	264	0	0	0	111	330	273	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	249	168	0	183	0	0	0	0	195	0	0	0	0	0
SRR10244998	1506	0	528	1401	300	1239	1938	0	354	300	2067	0	759	0	0	231	483	447	1233	96	402	864	240	270	441	0	279	240	456	0	0	531	0	858	0	168	591	471	135	900	585	267	858	0	372	1197	528	0	213	1164	0	195	252	0	0	0	327	450	0	681	558	489	444	492	1380	231	798	426	1386	126	519	0	0	591	0	207	1866	0	300	114	0	819	237	87	0	144	354	1689	276	0	0	0	177	150	0	0	267	435	165	288	690	153	495	729	0	0	321	57	1641	294	1641	618	0	0	210	0	186	0	396	549	381	375	360	0	0	159	0	0	759	759	198	768	1341	0	837	603	159	603	1737	777	258	1539	1407	636	492	0	1392	0	195	0	285	234	270	234	1245	1398	621	249	141	654	381	0	207	300	771	444	378	528	1623	0	786	231	0	372	189	270	2655	1899	1308	969	1008	1023	129	231	0	0	426	0	351	0	0	0	954	1725	0	0	324	0	306	0	120	342	0	582	195	0	162	267	855	216	180	276	213	213	183	675	0	0	1545	696	0	1272	207	483	321	336	0	423	618	276	1056	195	246	0	204	591	0	0	171	0	0	663	282	387	552	1143	507	732	291	321	0	624	228	1455	180	174	519	801	981	492	2355	498	555	288	465	444	252	0	249	0	282	0	405	0	192	165	729	1302	147	270	666	219	336	606	168	441	114	207	624	156	1308	156	1437	864	195	1011	0	1761	198	0	0	0	351	186	0	330	816	0	177	0	0	186	687	462	0	0	132	159	0	0	672	567	0	429	0	975	219	1071	0	498	0	981	0	330	147	135	0	495	141	615	954	1260	0	156	381	279	165	1527	0	198	0	642	624	210	186	711	273	243	378	165	582	0	93	165	366	852	822	165	0	177	315	0	0	0	1287	0	0	0	246	363	561	1674	792	1266	600	660	366	231	159	0	474	0	63	333	357	144
SRR10244999	1506	0	591	723	300	1239	1971	0	279	300	2067	0	759	0	0	231	423	450	759	96	300	864	258	270	312	0	279	237	456	0	0	486	0	597	0	168	591	471	108	900	312	267	492	0	339	927	0	0	213	1164	0	204	252	0	0	0	327	219	0	681	504	489	99	513	1380	231	1335	426	1020	126	519	0	0	336	0	207	1866	0	429	114	0	819	201	87	0	0	291	1305	276	0	0	0	177	150	0	0	264	480	84	288	603	153	495	729	0	0	261	57	1656	135	1641	252	0	0	120	0	405	0	396	549	120	375	441	0	0	159	0	0	753	501	180	1389	1341	0	837	345	210	723	1743	753	201	1539	1407	633	492	0	1392	0	195	0	285	234	270	234	1245	1398	480	279	141	531	267	0	207	189	771	492	144	528	1623	0	786	261	0	285	189	255	3444	1878	1284	969	1008	1023	216	0	207	0	273	0	225	0	0	0	954	993	0	0	324	0	225	0	120	342	0	579	252	0	162	267	453	0	180	162	213	213	681	375	0	0	1545	804	0	1272	135	249	210	318	0	249	879	402	1056	0	246	0	204	591	0	0	171	0	0	663	282	255	552	1071	507	741	216	162	0	477	228	711	180	174	636	801	1638	294	1644	546	0	288	465	264	252	0	183	0	282	0	0	0	192	165	723	1302	147	270	666	219	369	606	237	441	135	207	624	156	1308	156	870	864	129	594	0	1755	198	0	0	0	342	186	0	279	807	0	177	0	0	138	828	480	0	0	132	159	0	0	1194	567	0	429	0	969	222	1071	0	498	0	981	0	195	147	135	771	519	141	615	954	1260	0	156	381	138	165	1398	0	198	0	642	624	174	126	711	273	243	378	165	1059	0	156	90	366	852	822	0	0	177	330	0	0	0	1287	0	0	0	246	279	462	1587	429	1146	612	660	357	237	159	0	474	0	0	219	324	135
SRR10245000	1506	0	591	1401	270	1239	1938	0	252	0	2067	0	759	0	0	231	423	450	759	96	372	864	480	270	369	0	279	240	456	0	0	531	0	597	0	168	591	471	198	900	255	267	759	0	243	1185	435	0	291	1164	0	192	288	0	0	0	327	360	0	681	561	489	99	447	1380	231	1335	426	1386	126	399	0	0	591	0	207	1866	0	429	114	0	819	243	135	0	141	207	1389	276	0	0	0	177	150	0	0	255	417	84	285	672	153	255	729	0	0	261	57	1656	300	1641	768	0	0	135	0	420	0	396	549	228	375	531	0	0	159	0	0	762	621	171	1389	714	0	837	603	210	1188	1584	777	267	1539	1407	636	492	0	1392	0	195	0	285	234	270	234	1152	1398	438	105	141	654	351	0	204	300	771	633	384	528	1044	0	786	168	0	120	189	270	2655	1899	1308	522	768	1023	204	231	231	0	339	0	243	0	0	0	954	1674	0	0	324	0	285	0	120	342	0	582	252	0	162	267	855	0	180	285	213	213	195	675	0	0	1659	525	678	1272	96	309	225	336	0	423	879	447	1056	126	246	0	204	591	0	0	171	0	0	663	213	180	216	696	507	414	204	420	0	768	213	1047	180	174	645	801	1638	294	765	549	648	288	465	240	294	0	216	0	282	0	0	0	186	165	519	558	147	270	666	219	297	291	237	441	114	207	624	156	1308	156	1548	864	213	675	0	1755	198	0	186	0	375	186	0	150	549	0	177	0	0	186	828	477	0	0	132	159	0	0	966	567	0	429	0	999	219	996	0	498	0	585	0	192	147	135	144	444	141	615	954	1236	0	156	381	279	165	1497	0	198	0	642	255	243	126	711	273	243	378	345	582	0	93	165	366	345	822	90	0	177	345	0	306	0	1287	0	0	0	246	195	468	1620	471	1266	600	660	345	606	159	0	474	0	63	372	357	264
SRR10245001	1506	0	591	1401	270	1239	1938	0	333	300	2067	0	759	0	0	231	444	366	1233	219	0	864	591	270	441	0	279	240	456	0	0	531	0	858	126	168	591	471	234	900	660	267	1065	0	372	1266	0	0	360	1164	0	195	300	0	0	0	327	0	0	681	621	489	99	507	1380	231	1335	426	1386	126	564	0	0	519	0	207	1866	0	429	114	0	819	255	87	0	141	654	1629	276	0	0	0	177	150	0	0	402	435	84	288	690	153	225	729	0	0	339	57	1404	225	1641	567	0	0	279	0	711	0	396	549	339	375	531	0	0	159	0	0	759	729	171	1389	1341	0	837	267	318	1188	1734	777	267	1539	1407	636	492	0	1392	0	195	0	285	234	369	234	1245	1395	648	111	141	684	294	0	207	300	771	417	480	528	1623	0	786	261	0	378	189	270	3444	1899	1308	969	1008	1023	114	231	0	0	339	0	243	0	0	0	954	1806	0	0	324	0	546	0	120	342	0	642	138	204	162	267	855	0	180	144	213	213	282	762	0	0	1545	525	612	1272	96	249	348	336	0	498	879	474	1056	126	159	0	204	591	0	0	171	0	0	663	282	336	552	1185	507	843	348	306	0	774	228	1455	180	174	636	801	1638	492	2355	549	648	288	726	474	429	0	0	0	282	0	0	0	192	165	729	1302	147	270	666	219	336	606	237	441	114	207	624	156	1308	156	1824	864	0	1011	0	1755	198	0	0	0	351	186	0	333	816	0	177	0	0	138	1161	462	0	0	132	159	0	0	1194	567	0	429	0	1101	219	1071	0	498	0	981	0	330	147	135	0	642	141	615	954	1260	0	156	381	279	165	2172	0	198	0	642	624	0	126	711	273	243	378	339	1059	0	93	261	366	852	822	117	0	177	351	0	0	0	1287	0	0	0	246	279	585	1674	1248	1266	681	660	366	186	159	0	474	306	63	237	357	135
SRR10245002	1506	0	591	1401	294	1239	1938	0	354	318	2247	0	759	0	0	231	483	450	1233	258	426	864	591	270	369	0	156	240	456	0	0	651	0	597	231	168	591	471	135	900	654	267	1038	0	429	975	255	0	282	1164	0	204	375	0	0	0	327	450	0	681	594	489	99	558	1380	231	807	426	1344	126	519	0	0	591	0	348	1866	0	474	114	0	819	255	87	0	141	450	1623	276	0	0	0	177	150	0	0	492	549	84	288	690	153	252	729	0	0	261	57	1656	294	1641	618	0	0	279	0	438	0	396	549	381	186	207	0	0	159	0	0	756	738	285	1389	1341	0	837	603	210	1188	1734	363	267	1539	1146	633	492	0	1392	0	195	153	285	234	369	234	1245	1395	672	249	141	651	336	0	207	189	771	471	480	528	1629	0	786	267	0	366	189	381	3444	1899	1308	969	1008	1023	75	231	0	0	273	0	396	0	0	0	954	1800	0	0	324	0	588	0	120	342	0	642	252	0	162	372	855	0	180	168	213	213	279	771	0	0	1545	804	0	1272	210	546	369	480	0	429	879	474	1056	126	246	0	204	591	0	0	171	0	0	663	282	303	552	978	507	843	267	297	0	915	228	1047	180	174	618	801	1638	492	2355	480	648	288	465	480	249	0	249	0	282	0	0	0	204	216	729	1302	0	270	666	219	525	606	237	441	114	207	624	156	1407	156	1794	864	387	693	0	1755	198	0	0	0	0	171	0	219	816	0	177	0	0	138	1161	435	0	0	132	159	0	0	1194	567	0	429	0	1113	219	1071	0	498	0	981	0	300	147	132	0	741	141	615	954	1260	0	156	600	279	165	1638	0	198	0	642	309	270	222	711	273	243	246	165	1059	0	228	261	366	852	822	120	0	177	0	0	0	0	1287	0	0	0	246	342	618	1752	1248	1266	801	660	366	666	159	0	474	0	0	204	357	135
SRR10245003	1506	0	591	1308	255	1239	1938	0	219	0	2067	0	759	0	0	231	423	450	759	96	0	864	591	270	369	0	279	240	456	0	0	303	0	597	0	168	582	471	108	900	264	0	786	0	333	1077	0	0	213	1164	0	192	0	0	0	0	327	522	0	681	615	489	99	426	1380	231	1335	426	984	126	519	0	0	159	0	207	1866	0	429	114	0	819	255	87	0	141	162	1299	276	0	0	0	177	150	0	0	96	387	84	288	690	153	249	729	0	0	261	57	1656	333	1641	513	0	0	180	0	321	0	396	549	342	375	345	0	0	159	0	0	759	597	168	1389	1341	0	837	471	210	723	1734	633	201	1539	1407	633	492	0	1392	0	195	0	285	234	270	234	1245	1395	498	141	141	648	324	0	207	300	771	414	384	528	1074	0	786	231	0	0	189	0	3444	1899	1308	969	1008	1023	201	231	207	0	339	0	225	0	0	0	954	852	0	0	324	0	330	0	120	342	0	582	0	0	162	267	855	0	180	276	213	213	156	675	0	0	1527	804	0	1272	96	876	225	336	0	249	654	303	1056	126	0	0	204	564	0	0	171	0	0	663	282	141	552	696	507	843	120	249	0	390	228	822	180	174	618	801	1638	492	2355	423	627	288	465	213	252	0	0	0	282	0	0	0	159	165	519	1302	147	270	666	219	336	606	237	441	114	207	624	156	1308	156	1113	864	0	675	0	1755	198	0	0	0	363	186	0	0	771	0	177	0	0	0	828	453	0	0	0	159	0	0	1194	567	0	429	0	741	219	1065	0	498	0	981	0	201	147	135	0	558	141	615	954	1137	0	156	600	279	165	1422	0	171	0	642	624	0	126	711	273	243	246	165	1056	0	93	165	366	639	822	0	0	177	312	0	0	0	1287	0	0	0	246	267	462	1620	1248	918	558	660	351	495	159	0	474	0	63	225	357	135
SRR10245004	1410	0	528	708	270	1239	1938	0	219	111	2067	0	315	0	0	231	390	429	750	96	270	864	240	270	306	0	279	234	456	0	0	384	0	597	0	168	591	471	108	900	189	267	726	0	348	903	237	0	213	1164	0	204	66	0	0	0	327	285	0	681	480	489	99	294	1380	231	672	426	981	126	519	0	0	525	0	207	1866	0	240	114	0	819	201	87	0	141	264	1299	276	0	0	0	177	150	0	0	207	435	84	288	537	153	237	729	0	0	261	57	1641	114	1641	456	0	0	135	0	336	0	396	549	117	375	228	0	0	159	0	0	762	501	159	1389	1341	0	543	129	210	723	1734	573	0	1539	1407	453	492	0	1392	0	195	0	285	234	270	234	717	1392	333	108	141	483	180	117	207	300	753	417	252	528	1014	0	633	156	0	0	189	0	3444	1785	1308	969	1008	1023	111	0	0	0	375	0	270	0	0	0	954	147	0	0	324	0	156	0	120	342	0	582	195	0	162	267	855	0	180	168	213	213	129	372	0	0	1545	804	0	1272	96	309	225	336	0	423	879	279	714	0	246	0	204	303	0	0	171	0	0	435	282	135	552	1098	507	378	120	171	0	438	228	798	180	174	540	786	1638	294	2355	0	543	288	465	192	252	0	132	0	282	0	0	0	189	0	729	1302	126	270	666	219	360	606	168	441	114	207	624	156	1299	156	975	864	405	594	0	1731	198	0	189	0	0	186	0	210	795	0	177	0	0	138	828	462	0	0	132	159	0	0	705	348	0	429	0	855	207	999	0	498	0	981	0	222	147	135	0	426	141	615	954	1260	0	156	381	138	165	435	0	171	0	642	534	243	126	711	276	243	246	156	582	0	150	90	258	732	822	255	0	177	342	0	0	0	1287	0	0	0	246	189	369	945	822	1266	450	660	318	312	159	0	264	0	0	0	357	138
SRR10245005	1479	0	591	669	78	1239	1836	0	219	300	1782	0	540	0	0	231	423	450	759	96	0	480	480	270	357	0	276	285	456	0	0	453	0	597	126	168	591	471	108	900	189	114	408	0	372	1086	723	0	213	1164	0	204	0	0	0	0	327	264	0	681	498	489	99	474	1380	231	1335	426	1164	126	537	0	0	519	0	0	1866	0	234	114	0	819	135	0	0	0	273	1326	276	0	0	0	177	150	0	0	156	144	84	288	537	153	258	729	0	0	261	57	1608	294	1641	579	0	0	135	0	0	0	396	549	120	387	447	0	0	159	0	0	627	759	156	1389	1341	0	822	267	228	723	1734	777	0	1542	1407	636	492	0	1392	0	195	0	285	222	270	234	1245	1395	459	105	141	531	267	0	207	183	771	417	378	528	1122	0	786	261	0	0	189	0	3444	1899	1308	969	1008	1023	198	0	0	0	465	0	243	0	0	0	954	1392	0	0	213	0	0	0	120	339	0	642	240	0	162	267	855	0	180	156	213	213	87	375	0	0	1485	783	0	1272	126	576	225	300	0	246	879	474	1056	0	183	0	204	591	0	0	171	0	0	663	282	135	441	1104	507	843	120	213	0	0	228	762	180	174	669	801	1638	249	987	0	0	288	465	366	342	0	0	0	282	0	0	0	192	171	729	1302	72	270	666	219	336	606	183	441	135	207	627	156	1302	93	1437	498	0	636	0	1755	198	0	0	0	0	186	0	0	816	0	177	0	0	186	828	435	0	0	0	159	0	0	1194	567	0	303	0	633	99	1071	0	492	0	981	0	222	147	132	0	537	141	612	759	1179	0	156	381	135	165	1506	0	171	0	639	624	0	126	648	255	243	246	90	1074	0	93	195	366	879	822	138	0	177	261	0	0	0	1287	0	0	0	657	186	249	1605	1248	1266	618	660	261	0	159	0	474	0	0	0	354	99
SRR10245006	567	0	528	423	207	1239	1938	0	354	0	2067	0	759	0	0	231	423	255	759	96	399	597	258	270	363	0	279	87	456	159	0	528	0	597	132	168	591	471	126	900	189	267	549	0	249	903	210	0	96	1164	0	180	0	0	0	0	327	264	0	681	474	489	99	93	1368	231	1335	426	1386	126	519	0	0	291	2253	207	1866	0	240	114	0	615	201	0	0	141	264	1227	276	0	0	0	177	150	0	0	243	435	84	288	327	153	270	729	0	0	189	57	1644	213	1641	594	0	0	120	0	219	0	396	549	339	186	234	0	0	159	0	0	396	501	168	1389	1341	0	477	603	87	723	1734	777	114	1539	1026	633	492	0	1392	0	195	0	285	234	162	234	1245	1392	411	159	141	531	246	0	207	300	771	405	327	528	1629	0	786	0	0	0	189	204	3444	1755	1308	888	1008	1023	111	246	0	0	339	0	243	0	0	0	954	147	0	0	210	0	468	0	120	339	0	582	252	0	162	267	855	0	180	156	213	213	129	375	0	0	1431	525	0	1272	135	450	225	321	255	249	879	324	1056	0	180	0	204	591	0	0	171	0	0	663	282	141	552	1014	507	843	237	162	0	444	228	900	180	174	540	798	1638	492	2211	432	648	288	465	237	207	0	129	0	282	0	0	0	201	165	729	624	138	270	423	219	336	606	168	441	126	207	624	156	1326	156	735	576	0	594	0	1755	198	0	108	0	0	186	0	234	735	0	177	0	0	138	828	480	0	0	132	159	0	0	672	498	0	429	0	678	207	975	0	498	0	585	0	186	147	135	0	423	141	615	954	1224	0	156	381	138	165	1398	0	171	0	642	624	0	126	711	273	243	246	159	1059	0	93	165	366	852	822	90	0	177	0	0	0	0	945	0	0	0	246	279	456	1404	822	1266	516	660	357	441	159	0	474	0	0	0	354	123
SRR10245007	1506	0	528	1401	294	1239	1938	0	354	300	2067	0	759	0	0	231	423	450	759	96	426	864	591	270	420	0	279	240	456	0	0	498	0	858	0	168	591	471	108	900	312	267	753	0	372	909	0	0	213	609	0	195	252	0	0	0	327	702	0	681	621	489	99	366	1380	231	747	426	1344	126	417	0	0	591	0	207	1866	0	510	114	0	819	255	0	0	141	279	813	276	0	0	0	177	150	0	0	432	534	84	288	690	153	273	729	0	0	240	57	1656	279	1641	306	0	0	195	0	315	0	396	549	228	375	159	0	0	159	0	0	762	672	198	1389	1341	0	417	603	261	546	1734	777	267	1317	1407	633	492	0	1392	0	195	0	285	234	270	234	1245	1395	648	249	141	531	267	0	207	300	771	417	447	528	1629	0	786	231	0	0	189	381	1887	1791	1308	969	1008	1023	57	246	0	0	339	0	252	0	0	0	954	2262	0	0	300	0	243	0	120	342	0	582	234	0	162	267	855	0	180	162	213	213	129	675	0	0	1545	804	0	1272	210	552	369	336	0	423	879	474	1023	0	246	0	204	591	0	0	171	0	0	663	282	396	552	1032	507	843	291	213	0	738	228	1047	180	174	540	801	1638	492	1518	516	555	288	465	339	252	0	0	0	282	0	267	0	201	165	519	1302	147	270	666	219	336	606	180	441	114	207	624	156	1326	156	1656	864	0	693	0	1755	198	0	147	0	363	186	0	210	735	0	177	0	0	138	1161	435	0	0	132	159	0	0	1194	567	0	429	0	1155	207	1071	0	498	0	585	0	195	147	135	153	540	141	615	954	1203	0	156	381	279	165	1398	0	189	0	642	624	210	126	711	273	243	378	276	1059	0	231	99	366	468	822	159	0	177	276	0	0	0	561	0	0	0	246	750	561	570	615	1266	618	660	357	363	159	426	474	0	0	270	357	123
SRR10245008	1506	0	528	657	216	1239	1194	0	237	0	2070	0	759	0	0	231	423	450	720	138	330	864	240	192	441	0	279	240	456	219	0	531	0	597	246	168	591	471	135	885	222	192	315	0	258	1047	258	0	132	1164	0	195	159	0	0	0	327	264	0	681	447	489	444	522	1377	231	744	426	816	126	519	0	0	591	0	207	783	0	489	114	0	819	201	87	0	141	264	879	276	0	0	0	177	150	0	0	462	435	84	288	690	153	309	729	0	0	246	57	1596	276	1641	486	0	0	135	0	288	0	396	549	129	375	390	0	0	159	0	0	759	750	141	768	1341	0	837	603	267	549	1191	531	267	723	1065	633	300	0	1392	0	195	0	285	234	270	234	1245	819	480	105	141	660	135	0	207	261	771	375	378	528	1632	0	786	264	0	291	189	270	1983	900	678	507	768	1023	57	231	0	0	177	0	183	0	0	0	954	1611	0	0	324	0	357	0	120	342	0	342	252	0	162	267	855	0	180	276	213	213	234	375	0	0	1545	804	699	1272	96	534	228	336	0	249	384	321	861	0	246	0	204	591	0	0	171	0	0	663	282	141	327	1032	507	453	258	201	0	648	228	969	180	174	708	801	960	492	789	423	630	288	465	462	252	0	0	0	282	0	0	0	192	165	729	1065	147	270	267	219	360	606	210	441	114	207	375	156	1326	156	1629	864	0	675	0	1755	198	0	210	0	303	186	0	210	816	0	177	0	0	0	828	435	0	0	132	159	0	0	672	567	0	429	0	867	162	1071	0	498	0	405	0	186	147	135	0	483	141	615	954	669	0	156	381	147	165	1410	0	198	0	642	624	177	126	711	273	243	378	165	1059	174	93	165	366	852	822	144	0	177	0	0	0	0	477	0	180	0	246	261	516	1218	570	1266	450	660	357	231	159	0	447	0	63	0	357	135
SRR10245009	1506	0	528	741	270	1239	1938	0	354	189	2067	0	759	0	0	231	423	366	759	144	402	864	591	270	369	0	279	240	456	0	0	528	0	597	123	168	591	471	135	900	354	267	744	0	372	939	453	0	213	1164	0	204	252	0	513	0	327	333	0	681	561	489	99	165	1380	231	1335	426	1386	126	285	0	0	555	0	348	1866	0	429	114	0	819	234	87	0	141	291	1458	276	0	0	0	177	150	0	0	486	459	84	288	690	153	237	729	0	0	291	57	1641	294	933	648	0	0	210	0	186	0	396	270	342	375	426	0	0	159	0	0	765	759	231	1389	1341	0	837	558	210	1188	1734	363	267	1539	1188	636	300	0	1392	0	195	0	285	234	270	234	672	750	525	105	141	531	312	0	207	300	771	498	297	528	1623	0	786	246	0	264	189	270	3444	1899	1308	690	1008	420	57	231	207	0	339	0	261	0	0	0	954	978	0	0	324	0	327	0	120	342	0	582	177	0	162	267	855	0	180	201	213	213	195	675	0	0	1545	804	0	1272	96	678	225	435	0	423	582	348	1056	84	246	0	204	591	0	0	171	0	0	663	282	168	552	1008	507	843	291	213	0	708	228	699	180	174	573	801	867	492	2355	0	648	288	465	495	438	0	162	0	282	0	297	0	192	165	729	705	147	270	666	219	336	606	105	441	114	207	624	156	1344	156	1506	864	330	636	0	1755	198	0	108	0	318	186	0	306	816	0	177	0	0	138	738	435	0	0	132	159	0	0	672	567	0	429	0	1062	219	1071	0	498	0	981	0	213	147	135	210	618	141	615	954	1260	0	156	372	138	165	1575	0	120	0	642	624	243	126	711	273	243	246	177	1059	180	93	165	366	447	822	165	0	177	354	0	0	0	1287	0	0	0	246	279	561	1590	429	1266	450	660	366	702	159	0	474	309	63	372	357	138
SRR10245010	1506	120	528	1401	300	1239	1938	0	198	0	2064	0	759	0	0	231	390	450	759	96	270	495	258	270	285	0	279	219	456	0	0	522	0	597	126	168	591	471	171	900	537	267	774	0	372	1044	231	0	213	1164	0	204	252	0	0	0	327	264	0	681	570	276	99	411	1380	231	1035	426	1059	126	519	0	0	495	2253	267	1866	0	240	114	0	819	201	87	0	141	264	1344	276	0	0	0	177	150	0	0	366	387	84	288	675	153	309	729	0	0	246	57	1656	222	852	483	0	0	135	0	369	0	396	549	342	375	429	0	0	159	0	0	765	561	288	768	756	0	498	276	210	1188	1734	585	126	1539	1416	633	492	0	798	0	195	0	285	234	270	234	1089	1398	480	105	141	531	255	0	207	300	771	354	144	528	1029	0	384	264	0	0	189	270	1089	846	1308	969	411	1023	129	0	0	0	339	0	225	0	0	0	954	942	0	0	324	0	441	0	120	339	0	582	252	0	162	267	522	0	180	168	213	213	195	375	0	0	1545	549	0	1272	96	690	339	336	237	249	879	321	1056	177	246	0	204	591	0	0	171	0	0	663	282	141	327	696	507	429	216	213	0	582	228	873	180	174	642	801	936	492	1611	459	534	288	465	291	252	0	129	0	282	0	0	0	0	165	729	1302	147	270	654	219	336	606	237	441	114	207	624	156	1308	156	939	864	195	594	0	960	198	0	108	0	363	186	0	165	813	0	132	0	0	186	828	435	0	0	132	159	0	0	1194	495	0	429	0	1113	222	1071	0	489	0	981	0	186	147	135	132	462	141	222	954	1260	0	156	381	279	162	1506	0	198	0	642	396	243	126	711	255	243	246	177	1059	0	93	165	366	852	822	213	0	177	276	0	0	0	1287	0	0	0	246	264	417	1587	1248	1266	456	660	366	231	159	0	474	0	66	66	357	135
