Species	AT3G59040	5434	6450	KT377126.1	4724	5138	6882	TC00G047210	7296	5849	6447	4793	5064	TC06G020780	5449	5634	4890	6506	7333	5536	5614	5968	AT3G56460	TC05G022880	6875	TC09G007890	5206	5664	5421	5460	5656	AT2G35790	AT1G48520	6854	5936	AT5G21070	AT5G57930	6550	5703	7367	6601	6705	6226	5815	6114	6265	AT5G13630	7174	6791	6412	5843	TC02G003400	7273	6483	6792	6072	4757	6238	6848	TC03G002530	5273	5318	5513	AT3G53700	TC03G028600	4806	5469	6282	5427	TC02G003180	6893	4802	6636	4796	5339	5981	5355	6130	7029	5926	TC01G040040	7602	5220	5699	5644	5596	AT3G26782	5941	6978	6387	TC04G028160	6378	AT3G56940	TC04G015820	6110	5933	6914	5260	5489	TC03G023900	5428	5802	6320	7583	AT3G04880	6492	6494	TC09G010970	6366	TC09G026260	AT3G46610	6041	NM_148067.4	AT5G06830	AT4G15420	4932	6379	5945	5454	TC02G026940	6459	6420	7128	AT2G43030	TC04G019470	TC01G019250	6979	AT5G50280	AT5G13030	6050	6407	5531	TC04G030490	TC03G025580	5090	TC07G000500	TC09G004790	6865	7324	6363	5296	6797	7279	6164	6270	6532	AT5G60590	AT5G02860	5463	6128	TC00G083870	TC06G016050	6909	5949	7572	5940	7141	7135	6488	AT1G63680	6439	4848	5123	TC01G019030	6732	AT2G01650	5328	AT1G65380	5716	6733	6825	AT4G38890	6785	NM_113708.2	5333	6667	5859	5264	TC02G006310	6557	TC05G024510	TC01G002420	TC04G006100	TC01G021540	6398	6119	AT4G33945	TC05G029300	6406	KT377078.1	5913	5702	5032	5188	AT1G02020	4942	TC09G017950	7136	6460	5104	5919	5960	5177	6064	KT377086.1	6004	6552	6954	6540	5866	7628	6430	AT2G33630	AJ133743.1	5990	6448	AT4G00740	KT377110.1	AT1G31780	6527	6198	6507	6782	5842	6913	AT2G31240	TC04G026920	6056	TC09G034320	6955	AT3G02760	4691	4471	AT1G17160	6969	6977	5366	6924	5918	5578	6947	TC05G008010	6051	6779	TC09G025650	5554	7331	6383	6148	7336	NM_179236.3	KT377118.1	TC02G004290	5343	KT377094.1	5816	6000	5347	5116	5733	6048	AT5G55960	5980	6401	TC03G001430	6457	6405	6544	6393	AT3G54690	5326	AT2G44660	5821	6962	6500	AT5G13520	5398	TC01G032610	7325	6533	6150	6318	TC02G023190	KT377102.1	5791	TC02G009310	AT3G10150	6036	AT2G35130	AT5G23940	5477	6933	6221	5639	6563	TC09G026350	6538	6034	7194	7371	TC05G005750	5335	TC09G009480	6531	6274	6946	5354	TC03G012430	6883	AT5G64370	7577	4951	6641	TC08G013000	TC06G006880	5977	4889	4744	6620	TC02G024400	AT3G54090	5958	5772	5893	6631	5034	5942	6565	NM_001198514.1	7241	TC07G011130	7111	6639	5163	6860	6958	5594	5271	5660	6216	AT5G67530	NM_124699.3	5770	7363	7024	TC05G003200	TC07G000920	AT1G52310	6227	AT3G24190	6299	6528	AT5G13400	5348	7021	5841	TC03G010340	5599	7028	TC01G033670	TC01G005310	5406	5464	KT377070.1	6995	TC04G030670	TC06G011670	6780	6713	5426	AT5G08530	6864	5162	5910	TC05G027690	5865	4992	6487	6139	6859	AT5G40440	AT4G39520	TC01G007130	6679
SRR10244997	219	219	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	180	0	261	123	0	0	0	0	603	0	0	0	261	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	339	246	0	153	0	0	147	0	0	0	0	0	0	0	0	0	159	297	0	195	0	213	204	105	192	0	0	282	0	201	576	0	0	0	0	0	354	0	0	0	0	0	0	171	0	0	0	0	0	0	483	459	195	0	0	0	411	0	267	0	0	207	435	0	0	231	0	0	0	201	408	0	243	243	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	207	0	0	0	0	0	261	0	0	0	147	0	0	342	0	381	594	720	0	0	0	252	363	0	0	0	0	0	0	342	0	0	0	288	0	0	0	0	0	189	0	0	0	0	0	0	0	396	0	0	0	234	0	0	177	0	0	0	0	0	429	0	0	240	0	252	0	0	0	0	0	0	0	0	0	0	192	273	0	0	0	0	0	0	0	213	0	210	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	204	228	396	0	0	0	0	102	375	0	0	0	0	366	0	0	0	0	0	282	366	0	0	0	0	0	273	0	0	0	0	0	0	102	0	0	0	0	0	0	411	0	0	0	204	207	0	0	0	270	174	0	0	0	0	0	0	267	0	0	0	324	0	0	0	0	0	0	0	0	0	276	0	0	0	0	186	375	186	0	240	0	0	228	0	0	0	264	0	0	276	390	234	0	198	0	201	0	0	0	168	510	0	0	0	498	0	0	156	150	0	339	156	279	0
SRR10244998	594	324	0	162	168	0	0	0	0	156	216	189	216	0	189	0	0	0	258	0	132	87	1167	696	69	1626	174	0	0	0	0	648	606	114	273	951	681	150	0	0	159	0	0	0	0	0	2367	345	0	0	0	1194	90	0	150	0	177	0	0	912	264	0	129	1287	882	0	153	198	189	591	0	114	0	0	129	0	0	0	141	159	909	0	195	384	213	552	1641	210	0	234	954	321	477	1866	0	189	138	0	0	720	0	0	165	0	1026	288	234	405	0	534	0	174	504	1413	1809	474	0	219	654	1512	207	312	96	264	726	1869	0	1641	630	0	114	0	1182	1362	0	918	636	0	0	477	0	258	0	0	0	0	285	2100	186	0	0	522	171	0	168	0	219	0	135	2010	174	150	123	303	0	1377	288	783	150	0	0	1080	0	99	0	147	540	234	747	0	984	1314	753	279	378	459	387	1134	0	141	0	0	0	138	1698	177	1983	279	288	0	549	0	0	0	255	180	0	0	0	0	0	0	570	954	0	285	1458	156	987	177	0	0	0	0	276	1632	648	0	927	0	2556	270	327	693	0	171	96	0	0	0	0	1662	504	252	585	144	0	0	0	0	1554	318	873	330	363	126	255	0	180	0	0	1518	213	0	849	0	0	243	0	942	396	666	234	0	0	1530	360	492	0	120	0	0	1362	159	123	384	675	282	981	996	624	0	0	258	315	1047	0	0	210	0	798	111	1392	147	0	0	0	1305	0	468	0	0	183	1035	1242	0	0	0	279	1245	1278	189	0	165	0	0	327	0	1479	0	660	0	78	228	150	0	0	186	0	171	1287	0	0	0	0	696	525	1863	591	1038	0	204	2073	0	120	165	861	0	225	972	687	240	0	273	0	825	747	0	0	501	891	0	0	294	756	0	267	156	231	252	492	1089	1407	0
SRR10244999	975	324	0	0	168	0	0	0	0	156	219	189	0	390	189	0	0	0	258	0	0	81	606	696	0	1626	174	0	0	0	0	651	723	0	102	951	825	150	0	0	159	0	0	0	0	0	4257	234	0	0	0	1809	90	0	0	0	177	0	0	867	246	0	135	1287	882	0	153	198	186	627	0	135	0	0	129	0	0	0	141	159	909	0	195	384	213	552	1650	213	0	0	954	162	711	1866	0	189	138	0	0	720	0	0	153	0	1023	246	234	405	0	531	780	174	360	1413	1872	477	0	174	543	1482	207	312	96	252	726	1869	0	1272	879	0	114	0	1182	1362	0	918	636	132	0	366	0	297	0	0	0	0	282	2100	186	0	0	519	171	0	168	0	204	0	0	2013	174	150	123	303	0	1230	288	0	180	0	0	1278	0	99	0	147	222	144	720	0	1740	1314	711	279	366	459	387	2088	0	138	0	0	0	0	1698	174	1983	279	288	0	546	0	0	0	255	180	0	0	0	0	0	0	639	954	0	240	1458	156	987	177	0	0	0	0	141	1611	780	0	2094	0	1845	300	258	693	0	255	96	195	0	0	0	1662	504	252	585	144	0	0	0	0	1554	132	873	432	360	126	150	0	180	0	0	729	213	0	849	0	0	243	0	606	396	663	0	0	0	1074	360	492	210	120	0	0	909	159	681	384	528	282	1932	996	534	0	0	258	315	972	0	0	120	0	1125	213	810	147	0	0	0	1278	0	792	0	0	183	1029	1242	0	0	0	279	1245	1281	189	0	165	0	0	327	0	2154	0	675	0	78	237	156	0	0	192	0	171	1287	0	0	0	0	696	525	1881	591	1560	0	204	2070	0	141	165	861	0	291	396	684	255	0	273	0	822	690	0	0	303	1668	0	0	189	756	0	267	156	231	249	903	618	1407	0
SRR10245000	987	324	0	162	168	0	0	0	0	156	219	189	0	450	189	0	0	0	258	0	162	78	450	696	0	1044	174	0	0	0	0	651	312	114	195	948	825	150	0	0	159	0	0	0	0	0	4251	288	0	0	0	1815	90	0	0	0	177	0	75	876	264	0	135	1287	543	0	153	198	189	591	0	114	0	0	129	0	0	0	141	159	909	0	195	378	213	354	1656	213	0	0	954	162	366	1866	0	189	138	0	0	720	0	0	129	0	1029	285	234	405	0	534	1446	174	507	780	1872	477	0	177	654	1512	204	312	96	264	534	1863	0	1365	882	108	114	0	1104	738	0	918	453	132	0	246	0	297	0	0	0	0	243	2100	186	0	141	522	171	0	168	0	210	0	135	1257	174	150	123	303	0	1200	285	0	150	0	0	849	0	99	0	147	222	105	747	0	1740	1314	381	279	378	459	384	1191	0	138	0	0	0	0	1698	174	1983	279	288	0	549	0	0	0	255	180	0	0	0	0	0	0	774	954	0	78	1458	156	987	177	0	0	0	0	276	1611	783	0	2094	0	945	438	186	693	0	108	96	0	0	0	0	1662	504	0	585	144	0	0	0	0	1554	0	873	432	360	126	0	0	153	0	0	1518	213	0	849	0	0	243	0	942	396	663	0	0	216	1515	360	492	0	120	0	0	1470	159	0	384	528	282	1704	996	255	0	0	258	315	1047	0	0	135	0	1341	249	585	147	0	0	0	1305	0	945	0	0	183	1035	1236	0	0	0	279	1245	639	192	0	165	0	0	327	0	2154	0	657	0	78	228	150	0	0	213	0	171	696	0	0	0	0	696	525	897	591	1011	0	204	1041	0	141	165	861	0	288	291	687	240	102	273	0	825	747	0	0	303	1674	0	0	213	756	0	267	156	231	300	435	504	1407	0
SRR10245001	717	324	0	159	168	0	0	0	0	156	198	189	0	483	189	0	0	0	258	0	0	75	651	696	0	1626	174	0	0	0	0	651	723	132	381	951	1164	150	0	0	159	0	0	0	0	0	4257	0	0	0	0	1821	0	0	150	0	177	0	0	912	0	0	135	1287	903	0	153	198	189	591	0	114	0	0	129	0	0	0	141	159	909	0	195	384	213	552	1650	213	0	0	954	303	588	1866	0	189	138	0	0	720	0	0	0	0	1029	288	234	405	0	534	0	174	507	1410	1875	393	0	180	738	1512	207	312	96	264	726	1869	0	1605	1131	0	0	0	1182	1362	0	918	636	120	0	477	0	276	0	0	0	0	285	2100	186	0	0	516	171	0	168	0	342	0	135	2004	174	150	123	303	0	1233	288	783	150	0	0	849	0	99	0	147	615	105	837	0	1740	1314	1137	279	378	459	387	2091	0	138	0	0	0	0	1698	174	1983	279	288	0	549	0	0	0	252	180	0	0	0	0	0	0	1851	954	0	417	1458	156	987	177	0	0	0	0	276	1704	771	0	2094	0	2514	321	387	693	0	189	96	0	0	0	0	1662	504	276	585	144	0	0	0	0	1554	318	873	432	366	0	0	0	180	0	0	1518	213	0	849	0	0	243	0	942	396	663	0	0	0	1515	360	492	0	120	0	0	1470	159	0	384	900	282	1929	996	624	0	0	258	315	1047	0	0	120	0	1347	0	1392	147	105	0	0	1305	0	936	0	0	183	1035	1242	0	0	0	279	1245	1278	186	0	165	0	0	327	0	2154	0	660	0	66	228	144	117	0	195	0	0	1287	0	0	0	0	696	525	1878	591	1560	0	204	2070	0	141	165	858	0	225	972	687	543	0	273	0	825	747	0	0	501	1668	0	0	318	756	0	267	156	231	159	897	1089	1407	0
SRR10245002	720	324	0	0	168	0	0	0	0	156	219	189	0	639	189	0	0	0	258	0	132	75	1167	696	0	1632	174	0	0	0	0	651	723	114	384	951	1164	150	0	0	150	0	0	0	0	0	4257	351	0	0	0	1194	90	0	0	0	177	0	0	912	252	0	135	1287	873	0	153	198	189	591	0	114	0	0	129	0	0	0	141	159	909	0	195	384	213	552	1644	213	0	0	954	270	894	1866	0	189	138	0	0	720	0	0	0	0	681	285	234	405	0	534	1056	174	504	1413	1398	477	0	171	300	1512	207	312	96	264	726	1860	0	1578	1077	0	114	0	1182	1362	0	918	636	132	0	549	0	297	0	0	0	0	285	2100	171	0	0	522	171	0	168	0	216	0	150	2004	174	150	123	300	0	1200	288	783	150	0	0	1281	0	0	0	147	432	105	720	0	1740	1314	1140	279	246	459	684	2088	0	126	0	159	0	0	1698	177	1983	0	288	0	549	0	0	0	255	180	153	0	0	0	0	81	1851	954	0	444	1458	156	984	177	0	0	0	0	276	1614	624	0	2049	0	2556	453	306	693	0	207	96	0	0	0	0	1665	504	0	585	144	0	0	0	0	1554	168	855	432	360	126	255	0	180	0	0	1518	213	0	849	0	0	243	0	933	396	657	0	0	0	1515	360	492	0	120	0	0	1470	159	0	384	756	282	1932	996	309	0	0	258	246	1047	0	0	279	0	1347	111	1392	147	0	0	0	1305	156	1350	0	0	183	1035	1242	0	0	0	279	1245	1278	189	0	165	0	0	327	0	2241	0	675	0	78	228	156	0	0	195	0	0	1287	0	0	0	0	696	525	1869	591	1560	0	204	819	0	135	165	861	0	288	972	684	255	0	273	0	825	690	0	0	501	1665	0	0	0	756	0	267	156	231	336	897	1092	1407	0
SRR10245003	810	324	0	0	168	0	0	0	0	156	216	189	0	432	189	0	0	0	258	0	0	0	1170	696	0	1074	174	0	0	0	0	651	723	102	381	948	825	150	0	0	159	0	0	0	0	0	4254	213	0	0	0	1806	90	0	0	0	177	0	0	879	240	0	135	1287	366	0	153	198	0	591	0	114	0	0	129	0	0	0	141	159	909	0	195	384	213	552	1641	213	0	0	954	171	894	1866	0	189	138	0	0	717	0	0	0	0	1029	285	234	405	0	534	729	174	507	942	741	477	0	162	654	1512	207	312	96	0	726	1863	0	1272	876	0	0	0	1176	1362	0	918	636	132	0	327	0	189	0	0	0	96	285	2100	186	0	0	522	171	0	168	0	210	0	135	2004	174	150	123	303	0	1149	288	783	150	0	0	543	0	99	0	147	534	105	747	0	1740	1200	1140	279	246	459	384	1281	0	138	0	0	0	0	1698	174	1983	279	288	0	549	0	0	0	255	180	0	0	0	0	0	0	1851	954	0	78	1458	156	987	177	0	0	0	0	276	1614	687	0	2094	0	1230	285	141	693	0	255	96	0	0	0	0	1662	504	0	585	144	0	0	0	0	1554	315	873	432	360	0	0	0	180	0	0	1518	213	0	849	0	0	243	0	645	396	615	0	0	0	1023	360	492	0	120	0	0	744	159	0	384	621	282	1932	996	534	0	0	258	315	1047	0	0	135	0	1062	132	585	147	0	0	0	1305	0	945	0	0	183	1035	708	0	0	0	279	1245	1275	189	0	165	0	0	327	0	2154	0	672	0	0	228	153	0	0	195	0	0	1233	0	0	0	0	270	525	1881	564	786	0	204	2070	0	141	165	861	0	225	972	687	255	102	273	0	825	747	0	0	501	1668	0	0	312	756	0	267	156	231	237	435	1089	1452	0
SRR10245004	975	324	0	0	168	0	0	0	0	156	204	189	0	339	189	0	0	0	255	0	132	75	681	633	0	1014	174	0	0	0	0	651	723	114	102	948	825	150	0	0	159	0	0	0	0	0	4263	0	0	0	0	1815	90	0	0	0	177	0	0	720	0	0	138	1287	882	0	153	198	0	591	0	114	0	0	129	0	0	0	141	153	909	0	195	384	213	552	1653	213	0	0	954	174	894	1698	0	189	138	0	0	525	0	0	0	0	1029	288	234	405	0	534	1128	174	507	1176	1872	456	0	240	300	1512	207	312	105	264	483	1869	0	1272	879	108	258	0	1110	1362	0	918	576	120	0	222	0	189	0	0	0	0	285	1875	186	0	0	513	171	0	168	0	219	0	135	2004	174	150	123	303	0	1068	288	0	150	0	0	1281	0	99	0	147	222	114	747	0	1740	663	462	279	246	240	384	2088	0	138	351	0	0	0	1701	177	1935	279	288	0	549	0	0	0	255	180	0	0	0	0	0	0	543	954	0	234	771	156	987	177	0	0	0	0	141	564	594	0	2082	0	1845	273	120	693	0	78	96	0	0	0	0	1029	504	252	585	144	0	0	0	0	1554	288	873	432	360	126	0	174	180	0	0	1518	213	0	849	0	0	243	0	606	396	663	0	0	0	1020	258	492	0	120	0	0	909	159	0	384	528	282	1398	996	534	0	0	258	315	1011	0	0	135	0	1068	111	810	147	0	0	0	1197	0	909	0	0	183	1035	1242	0	0	0	279	1245	1278	192	0	165	0	0	327	0	2154	0	660	0	78	228	0	0	0	195	0	0	627	0	0	0	0	591	525	1881	591	1560	0	204	1758	0	141	156	861	0	225	399	684	240	0	273	0	825	747	0	0	303	1668	0	0	150	756	0	267	156	231	180	897	423	1407	0
SRR10245005	750	324	0	0	165	0	0	0	0	156	165	0	0	0	189	0	0	0	258	0	0	144	1161	696	0	1122	174	0	0	0	0	651	723	114	384	954	825	159	0	0	159	0	0	0	0	0	3282	0	0	0	0	1785	0	177	150	0	177	0	0	747	0	108	99	1287	903	0	153	198	174	477	0	114	0	0	129	0	0	261	141	159	909	0	195	384	213	552	1653	213	0	0	954	201	480	1866	0	0	138	0	0	720	0	0	0	0	1014	288	234	405	0	534	1719	174	360	1440	1329	477	0	0	396	1512	207	312	105	264	726	1869	264	1314	1131	0	114	0	1182	402	0	873	633	132	0	0	0	72	0	0	0	0	285	1962	186	0	0	522	171	0	168	0	219	0	0	2004	174	141	0	300	0	1419	288	783	150	0	0	1260	0	99	0	147	546	120	756	0	1737	1305	1140	279	246	459	381	2055	0	0	0	0	0	0	1755	180	1839	279	288	0	549	0	0	0	186	180	0	0	0	0	0	0	1557	798	0	174	1458	156	987	177	0	0	0	0	141	1584	636	0	2094	0	2556	348	207	693	0	78	84	0	0	0	0	1662	504	252	585	144	0	0	240	0	1557	168	882	432	357	126	0	0	180	0	0	1518	213	0	846	0	0	243	0	510	396	672	0	0	0	1515	360	492	0	120	0	0	1467	159	0	384	789	219	1932	972	534	0	0	258	318	1047	0	0	135	0	1098	195	810	144	0	0	0	1305	0	900	0	0	183	1035	1245	0	0	0	279	1245	1287	0	0	165	0	0	327	0	2154	0	672	0	0	228	156	0	0	147	0	0	1290	0	0	0	0	696	525	1881	591	1560	0	204	2070	0	141	165	843	0	225	408	687	240	0	273	0	825	747	0	0	381	1677	0	0	261	537	0	267	93	177	114	894	681	1407	0
SRR10245006	855	210	0	162	168	327	0	0	0	156	210	171	0	405	189	0	0	0	258	0	138	75	975	426	0	1632	174	0	0	0	0	651	723	87	159	951	825	150	0	0	0	0	0	0	0	0	4254	0	0	0	0	1821	90	0	0	0	177	0	0	855	264	0	123	1287	882	0	153	198	189	591	0	114	0	0	129	0	0	0	141	159	699	0	195	384	213	552	1653	213	0	0	954	162	453	1866	0	0	138	0	0	720	0	0	0	0	1032	0	234	402	0	534	993	174	408	1413	1206	297	0	297	552	1512	207	312	105	264	726	1854	0	1182	879	0	114	60	1086	1362	0	918	636	132	0	240	0	189	0	0	0	0	285	1908	186	0	0	507	171	0	168	0	210	0	150	2004	174	150	123	303	0	1143	285	783	150	0	0	1281	0	108	0	147	222	213	687	0	1740	1314	504	279	246	240	384	1683	0	0	0	0	0	0	1698	126	1983	279	288	0	549	0	0	0	255	180	0	0	0	0	0	0	1851	954	0	204	1458	156	987	177	0	0	105	0	141	1014	654	0	2094	0	2481	318	120	693	0	78	96	0	0	0	0	1662	504	0	585	144	0	0	0	0	1554	318	612	432	120	135	192	0	180	0	0	1518	213	0	717	0	0	156	0	651	396	663	0	0	0	1515	360	492	0	69	0	0	1470	159	0	384	528	282	1110	996	534	0	0	258	294	1047	0	0	102	0	1194	111	810	147	105	0	0	1305	0	468	0	159	183	585	1242	0	0	0	279	1245	1278	189	0	165	0	0	327	0	2268	0	675	0	0	228	0	0	0	195	0	0	522	0	0	0	0	696	525	1869	567	1560	0	204	1605	0	135	165	861	0	288	291	684	240	0	273	0	519	690	0	0	501	1683	0	0	0	756	0	267	156	231	270	897	783	1380	0
SRR10245007	720	300	0	0	168	447	0	0	0	156	219	336	0	465	189	0	0	0	258	0	132	150	1167	696	0	1632	174	153	0	0	0	651	723	114	159	567	825	150	0	0	150	0	0	0	0	0	2142	153	0	0	0	855	0	0	0	0	177	0	0	873	267	0	132	1287	306	0	153	198	189	591	0	114	0	0	129	0	0	0	141	159	909	0	195	384	213	552	642	213	0	0	954	213	894	1866	0	0	138	0	0	645	0	0	0	0	1032	288	234	402	0	534	909	174	504	729	1869	477	0	240	300	1512	207	312	96	264	726	1854	243	813	1128	0	216	0	1182	1362	0	918	636	132	0	468	0	297	0	0	0	0	285	2100	186	0	204	507	171	0	168	417	219	0	135	2004	111	150	123	303	0	1200	288	783	150	0	0	1281	0	0	0	147	420	135	720	0	1740	1314	645	279	378	459	387	2088	0	138	0	0	0	0	1698	177	1983	285	288	0	549	0	0	0	255	180	0	315	0	0	0	0	1131	954	0	279	726	156	987	177	0	0	0	0	276	1632	609	0	2094	0	2505	468	225	693	0	237	96	0	0	0	0	1662	504	0	585	144	0	0	0	0	1554	318	486	432	330	0	255	0	180	0	0	1518	213	0	849	0	0	243	0	933	396	639	0	0	0	1515	183	492	0	120	0	0	546	159	0	384	699	282	1932	996	624	0	0	258	315	975	0	0	120	0	1290	0	660	147	105	0	0	1305	150	1362	0	0	183	468	1242	0	0	0	279	1245	1278	189	0	165	0	0	327	0	2154	0	675	0	78	228	156	0	0	195	0	0	1287	0	0	0	0	696	525	1869	591	1560	0	204	2070	0	135	165	861	0	288	972	684	255	0	273	0	825	690	0	0	501	1380	0	0	0	756	0	267	156	231	267	690	1092	1407	0
SRR10245008	1131	324	0	168	168	0	0	0	0	156	210	189	0	432	189	0	0	0	258	0	132	75	948	696	0	1635	174	0	0	0	0	603	531	114	369	888	825	150	0	0	192	0	0	0	0	0	3345	0	0	0	0	1146	126	0	0	0	177	0	0	909	267	132	135	1287	729	0	153	198	162	558	0	114	0	0	129	0	0	0	141	159	909	0	195	384	213	552	477	213	0	261	954	201	855	786	0	189	138	0	0	720	0	0	225	0	1014	288	234	405	0	501	1011	174	492	1272	1116	477	0	216	654	744	207	312	96	264	726	1326	0	867	777	108	129	0	1182	1362	0	918	636	132	0	366	0	159	0	0	0	0	285	1098	186	0	150	522	171	0	168	0	216	0	135	1278	174	150	123	303	0	1419	288	783	150	0	162	1281	0	99	0	147	222	138	750	0	945	1314	423	279	378	459	387	2088	0	123	0	0	0	0	837	177	1953	264	288	0	336	0	0	0	255	180	0	0	0	0	0	0	543	954	0	264	1167	156	429	177	0	0	0	0	141	915	756	0	1149	0	840	318	162	684	0	78	96	0	0	0	0	1455	504	252	585	144	0	0	0	0	1554	297	801	432	234	0	0	0	180	0	0	1518	213	0	849	0	0	156	0	807	396	663	0	0	0	972	360	492	0	120	0	0	909	159	0	384	528	282	978	546	534	0	0	258	246	1047	0	0	135	0	681	0	810	147	120	0	0	1281	0	468	0	219	183	405	1242	0	0	0	279	1245	1278	351	0	165	0	0	327	0	1062	0	675	0	0	228	156	0	0	195	0	0	1290	0	0	0	0	693	525	1869	591	495	0	204	2070	0	141	156	864	120	234	699	687	240	0	273	0	822	747	0	0	303	1668	0	0	0	756	0	267	156	231	111	888	309	1410	0
SRR10245009	348	324	0	0	168	195	0	0	0	156	0	189	0	471	189	0	0	0	258	0	273	75	651	696	0	1626	174	0	0	0	0	648	720	114	234	951	825	150	0	0	159	0	0	0	0	0	4257	276	0	0	0	1410	153	0	0	0	177	0	0	912	258	0	138	1287	513	0	153	198	189	591	0	114	0	0	129	0	0	0	141	159	909	0	195	384	213	552	1644	213	0	0	954	213	273	1866	0	0	138	0	0	735	0	0	150	0	576	288	234	405	0	534	1080	174	507	729	1872	390	0	207	654	1515	207	312	96	237	726	1035	0	1569	1131	108	255	0	1185	1362	0	918	636	132	0	477	0	279	0	0	0	0	285	2100	186	0	0	519	171	0	168	0	219	0	135	2004	120	672	123	303	0	1200	288	0	150	0	0	1281	0	183	210	147	222	105	342	0	867	1314	564	279	246	459	387	918	0	138	0	0	0	0	1698	177	1983	282	288	0	549	147	0	0	255	180	0	0	0	0	0	0	543	954	0	156	1455	156	987	177	0	0	0	0	276	1725	594	0	2094	0	2556	342	186	693	0	246	96	0	0	0	0	1662	504	252	585	144	0	0	147	0	1554	318	873	432	360	0	180	0	180	0	0	1518	213	0	849	0	0	243	0	606	396	663	0	0	0	1515	360	492	147	120	0	0	1470	159	87	384	528	282	1929	996	624	0	0	261	315	1047	0	0	210	0	1254	111	810	147	0	0	0	1302	0	1092	0	0	183	1035	1182	0	0	0	279	1245	1281	351	0	165	0	0	327	0	1092	0	660	0	78	228	156	0	0	195	0	171	1287	0	0	0	0	696	525	537	591	1554	0	204	1077	0	141	165	861	0	234	468	687	543	0	273	0	822	747	0	0	501	699	0	0	159	756	0	267	156	231	165	897	384	1407	0
SRR10245010	960	324	0	0	168	0	0	0	0	156	198	189	0	306	189	0	0	0	258	0	132	117	762	696	0	1029	174	0	0	0	0	651	723	114	369	936	825	150	0	0	0	0	0	0	0	0	3372	168	0	0	0	1353	90	0	150	0	177	0	0	867	0	0	135	1287	885	0	153	198	186	591	0	114	0	0	129	0	0	0	141	159	909	0	195	384	213	552	1650	213	0	0	954	162	894	1698	0	189	138	0	0	720	0	0	81	0	1029	288	234	405	0	534	1056	174	507	1413	1314	477	0	168	300	1512	207	312	96	264	726	1869	306	1329	777	108	267	0	1182	1362	0	918	636	120	0	207	0	297	0	0	0	0	186	1395	186	0	0	519	171	0	168	0	198	0	135	978	174	150	123	303	0	1422	288	0	150	0	0	807	0	99	0	147	222	183	837	0	936	1071	528	279	246	459	387	699	0	120	0	0	0	0	1698	177	1983	279	288	0	549	0	0	0	255	180	0	0	0	0	0	0	1851	954	0	261	1458	156	402	177	0	0	0	0	276	1611	771	129	912	0	1860	312	186	693	0	207	96	0	0	0	0	1662	504	252	585	144	0	0	0	0	1554	168	873	432	360	87	168	0	180	0	0	657	213	0	849	0	0	243	0	651	396	669	0	0	0	1515	360	492	0	120	0	0	1470	159	0	384	528	282	984	522	621	0	0	258	315	1047	0	0	120	0	1347	111	810	147	0	0	0	1278	0	468	0	0	183	1035	1242	0	0	0	279	1245	1278	192	0	165	0	0	327	0	2154	0	660	0	66	228	156	0	0	162	0	0	1272	0	0	0	0	696	525	1881	591	1200	186	204	732	0	120	165	861	0	288	795	684	255	0	273	0	825	747	0	0	501	1110	0	0	162	756	0	267	156	231	105	486	801	1407	0
SRR10245011	720	324	0	162	168	327	0	0	0	156	216	189	0	321	189	0	0	0	258	0	138	144	369	636	0	1056	174	0	0	0	0	363	636	114	159	795	825	150	0	0	150	0	0	0	0	0	1752	0	0	0	0	732	153	0	0	0	177	0	0	669	195	0	126	954	339	0	153	198	189	591	0	114	0	0	129	0	0	0	141	159	894	0	195	384	213	552	1395	213	0	0	954	156	249	1866	0	189	138	0	0	408	0	0	120	0	582	288	234	405	0	534	795	174	405	1413	1872	390	0	138	519	1506	207	312	105	198	726	1581	0	1272	630	108	114	60	1089	318	0	918	342	132	0	120	0	156	0	0	0	0	285	2103	186	0	507	522	171	0	168	0	219	0	0	2004	117	150	123	303	0	927	288	783	150	0	0	759	0	0	0	147	222	135	750	0	1740	666	633	279	180	240	264	615	0	138	0	0	0	0	1698	177	1983	279	171	0	549	0	0	0	255	180	0	0	0	0	0	0	783	411	0	168	1086	156	573	177	0	0	105	0	141	1101	480	0	609	0	966	273	186	693	0	81	96	0	0	0	0	1662	285	195	585	144	0	0	177	0	1536	288	873	432	330	135	0	0	180	0	0	1518	129	0	849	0	0	156	0	651	396	663	0	0	0	972	258	492	0	120	0	0	894	159	0	384	528	282	600	540	534	0	0	258	315	741	0	0	120	0	714	0	585	147	105	0	0	1224	0	1128	0	153	183	426	762	0	0	0	186	1245	1278	351	0	165	0	0	327	0	1005	0	675	0	78	228	156	0	0	195	0	0	750	0	0	0	0	696	525	849	249	1311	0	204	2028	0	141	165	861	0	288	357	306	240	0	273	0	522	690	0	0	303	1668	0	0	0	756	0	267	156	231	180	423	504	1416	0
