Species	5919	TC03G023900	6036	AT4G00740	AT1G65380	5513	5941	5434	5427	5842	5162	TC03G025580	6000	4744	5366	4691	5032	5463	4932	AT3G46610	6528	outlier014	6056	6679	TC02G003180	5421	6705	6447	6320	6450	TC00G047210	AT3G56460	7028	6955	outlier009	5699	7273	6265	5960	4802	KT377094.1	5933	6924	KT377102.1	5271	TC01G019030	6430	TC09G025650	5926	6164	outlier007	5554	TC00G083870	4889	AT4G15420	5958	6865	7367	5918	TC02G023190	4796	outlier002	NM_148067.4	TC05G024510	7572	TC02G026940	5857	5333	5716	5990	6713	4942	5664	5703	AT2G31240	5870	outlier013	outlier010	AT2G01650	TC03G012430	AT5G50280	5702	5536	TC09G026350	TC09G004790	5913	5791	AT1G48520	6785	AT5G13030	6552	AT1G63680	6130	5328	6401	6544	6527	AT3G02760	6238	7296	7333	AT2G33630	AT5G55960	6825	AT4G38890	5354	5849	5772	AT3G04880	5460	TC01G019250	TC02G024400	TC05G008010	6284	4992	AT4G39520	6221	5398	7141	6995	6420	NM_124699.3	5614	5318	TC02G006310	TC01G007130	AT4G33945	6636	6405	5489	5841	5977	TC09G034320	6487	7577	6406	TC01G021540	5949	6570	5578	7024	6387	TC03G010340	TC09G009480	6110	6114	5177	4757	TC09G017950	6139	6072	TC06G011670	5816	TC09G010970	6216	6048	5206	6041	6270	6274	6064	6979	5138	6226	4724	6494	6507	7135	TC05G005750	TC03G002530	6641	6448	7336	6779	6962	5940	6004	AT5G21070	TC02G009310	outlier008	6733	6620	5406	5296	6782	6459	6492	TC03G028600	6565	5034	6913	NM_113708.2	6631	4793	6909	6875	6383	TC06G016050	AT2G35130	4848	6540	6667	6500	6947	TC05G029300	5942	5426	6893	AT2G35790	5945	5343	outlier011	AT3G54090	5910	5644	6175	AT5G13520	7174	6958	5104	5968	AT3G54690	6318	AT1G52310	6198	5936	6412	5596	AT3G26782	5428	5469	TC05G022880	6563	TC08G013000	5802	TC03G001430	outlier006	TC04G028160	6363	TC01G005310	6034	6148	6439	TC05G027690	6488	5347	5260	5273	7241	AT3G59040	KT377070.1	AT5G02860	AT5G23940	outlier003	6050	6557	6797	6532	7111	6933	5656	6299	5188	5865	6051	6407	KT377118.1	6601	AT1G02020	6859	4954	TC04G026920	5449	AT3G10150	6914	6098	AT5G57930	4471	AT5G40440	TC04G030490	6864	outlier005	AT3G53700	6150	6732	5843	TC04G030670	6883	5599	AJ133743.1	AT5G13630	6978	6378	5348	7279	6531	TC07G011130	7628	6882	7194	5339	5859	outlier012	7324	6954	5123	6457	TC07G000920	AT1G17160	TC06G020780	6393	5815	KT377086.1	4951	6366	7136	TC09G026260	5264	6780	TC07G000500	5733	5090	7029	6538	TC02G004290	7325	5893	AT3G24190	5531	5660	5980	5064	5477	7583	7371	AT5G13400	6506	4806	7363	6460	6398	4890	7021	5634	6119	TC01G040040	6946	5639	KT377126.1	5220	5981	7128	NM_179236.3	5355	6854	6791	TC06G006880	6128	6227	6282	6533	6969	5770	TC05G003200	6977	TC04G015820	6379	5821	AT3G56940	TC01G033670	TC09G007890	5594	6483	KT377078.1	outlier004	AT5G08530	TC01G032610	7602	NM_001198514.1	6792	6860	7331	TC01G002420	TC04G019470	5454	5866	outlier001	5163	5335	5326	5116	AT5G64370	6550	5464	6639	6848
SRR10244997	291	357	0	171	0	0	0	429	0	0	0	414	0	0	0	0	0	180	192	0	0	0	0	0	357	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	168	0	0	0	0	0	0	0	192	0	0	249	228	0	291	0	0	0	0	0	0	0	0	606	0	0	0	351	228	210	0	0	273	0	0	0	168	0	174	0	180	0	270	0	0	0	228	0	0	0	249	219	0	261	0	0	0	0	0	441	297	339	222	0	324	0	111	0	0	231	0	0	0	213	177	291	0	0	0	0	0	360	0	0	0	0	0	177	0	0	0	306	87	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	171	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	258	0	0	0	0	0	204	0	0	0	159	0	0	0	0	0	318	213	0	0	150	0	0	195	192	0	0	321	0	0	0	264	0	213	207	0	0	0	0	0	0	0	441	0	0	0	444	237	0	153	249	0	204	0	0	0	153	120	300	0	0	0	360	0	0	0	0	0	240	159	0	177	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	165	0	441	0	201	204	0	0	345	0	0	0	0	0	234	0	0	0	201	0	0	0	414	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	246	0	0	345	0	0	0	0	0	0	0	105	0	0	0	285	0	0	0	0	180	204	0	0	0	195	0	96	123	0	0	0	216	0	0	0	0	0	0	0	0	582	0	0	585	228	261	0	0	0	0	351	351	0	195	0	0	0	597	207	0	0	0	0	0	0	0	345	0	0	0	0
SRR10244998	582	636	1176	1056	834	264	372	915	267	0	831	1974	603	0	411	417	270	186	447	1404	378	0	93	0	1164	141	231	354	627	402	561	969	495	330	0	384	171	0	0	561	213	483	621	267	330	939	90	681	150	0	0	291	2445	0	1407	357	303	0	237	603	420	0	837	1638	618	1308	288	786	924	207	0	654	420	0	1506	456	0	114	1398	1140	1992	486	0	822	729	624	282	732	0	1635	0	1896	357	453	507	699	426	2355	708	0	759	792	1941	0	702	0	609	0	918	0	1707	1212	1980	714	999	768	0	1236	369	0	453	159	363	228	441	1353	381	0	426	0	270	303	768	1068	0	0	426	249	465	204	0	0	642	1233	342	0	0	408	1971	924	0	1449	450	759	219	0	567	1029	0	591	0	816	375	186	690	627	0	264	1254	1428	567	354	0	246	300	0	675	669	462	0	0	492	1596	0	336	777	387	564	0	432	816	366	0	369	540	1335	0	807	1194	1725	0	288	1398	0	798	600	1134	0	567	471	729	0	693	363	213	1275	1488	480	0	0	246	1011	549	1554	0	243	0	1722	1437	552	294	660	657	981	267	771	0	870	984	528	0	252	480	759	606	219	0	495	0	651	939	1773	855	0	186	0	495	96	0	336	0	0	387	654	1206	267	684	234	1755	381	1080	1197	684	1029	675	1176	432	444	834	1071	0	0	570	0	0	0	858	483	372	966	2655	507	321	132	0	384	912	0	0	210	558	615	63	186	660	366	0	270	621	1461	0	186	903	0	150	405	645	1542	0	1758	0	273	807	0	624	240	165	666	0	0	606	216	624	0	0	1761	0	237	0	972	378	138	186	219	2193	1431	0	768	372	354	0	810	1371	0	285	0	1164	0	591	198	567	0	0	591	273	1887	0	234	756	786	1623	558	300	198	114	1452	489	420	1788	534	321	150	1023	729	1080	0	0	690	147	396	180	1107	267	468	333	357
SRR10244999	579	633	1176	1056	834	264	372	915	264	174	453	1773	603	0	252	396	255	186	450	1404	378	0	93	0	1164	141	231	330	312	402	0	969	465	330	0	375	240	0	0	462	213	492	480	267	225	897	90	681	150	0	0	291	2523	0	1407	354	234	0	201	723	288	0	612	1638	618	1308	288	0	783	207	0	630	0	0	1506	252	0	114	1398	1137	1992	423	0	822	735	477	681	609	81	1515	0	1899	357	453	546	666	504	1644	375	0	753	429	1941	0	1437	0	285	0	918	0	1707	1212	1980	714	993	492	0	1236	369	0	339	159	591	174	441	1146	381	0	423	0	270	303	1389	735	0	0	426	183	465	204	0	0	642	1233	342	0	0	576	1947	747	0	1071	210	732	171	0	471	1029	0	591	75	816	204	138	660	918	0	210	1254	801	333	291	0	252	252	0	684	531	492	0	0	498	1311	0	336	639	480	564	0	360	507	363	0	279	402	1335	0	807	1194	993	0	288	723	939	1635	600	819	0	567	429	729	0	1275	330	213	1275	1539	309	0	0	246	1011	381	1500	0	861	0	1797	1437	0	153	660	594	981	201	771	0	870	492	528	0	252	459	759	375	219	0	519	0	669	696	1773	453	0	0	0	567	96	0	336	207	0	282	531	1197	267	600	234	1755	267	648	927	798	972	675	1176	828	312	678	1071	0	0	570	0	0	0	597	423	285	966	3444	330	162	132	0	315	738	0	0	120	393	615	0	126	456	216	0	270	681	1623	0	186	906	0	150	405	465	1395	0	1770	0	273	600	0	624	237	165	1044	0	0	606	0	624	0	0	1755	0	240	0	366	378	141	441	288	1398	1164	0	333	372	315	0	108	1371	0	330	0	1164	0	570	453	567	0	0	591	270	1887	0	234	756	786	1623	0	276	198	135	873	489	243	2253	462	321	150	576	777	705	0	0	603	216	396	180	969	267	333	219	261
SRR10245000	582	636	681	1056	834	264	372	1053	237	186	768	1137	603	0	141	468	276	186	450	1404	378	0	189	0	1176	141	231	285	438	372	435	972	495	312	0	378	240	0	0	579	291	438	480	267	195	912	123	681	150	0	0	291	2526	0	1407	357	234	0	255	723	288	0	843	1638	618	1308	288	141	846	207	0	666	483	0	1506	180	0	114	1398	1140	2043	423	0	822	606	768	270	417	126	837	0	1155	357	453	471	828	495	1248	420	0	762	390	1941	0	771	0	183	0	912	0	1707	1212	1980	714	1023	492	0	1236	369	0	309	159	1074	198	441	1266	381	0	426	0	270	417	1389	804	0	0	426	216	465	204	0	678	642	759	342	0	0	576	1971	747	0	1143	360	759	171	0	174	1056	0	591	0	549	381	186	690	396	0	195	1254	1098	408	207	0	282	300	0	657	531	477	0	0	492	2058	0	336	576	417	564	0	360	816	369	0	195	357	1335	0	807	600	1200	0	288	1398	201	840	600	819	0	567	429	423	0	693	375	213	594	1539	285	0	0	246	1011	441	606	0	546	0	915	1437	522	153	660	657	585	267	771	0	579	792	528	0	252	459	759	375	219	0	444	0	474	828	1773	855	0	186	0	561	96	0	336	231	0	294	654	1206	267	654	234	1683	351	993	1218	684	984	675	729	828	240	780	1071	0	0	570	0	0	0	858	459	120	966	2655	402	420	132	0	384	888	0	0	120	387	615	63	126	540	204	0	270	546	1707	0	345	906	0	144	405	498	1248	0	1692	0	273	405	0	624	240	165	1104	0	0	606	0	255	0	0	1755	0	240	0	366	378	216	531	219	1506	1323	0	546	243	420	0	459	1371	0	282	0	1164	0	591	360	567	0	0	591	270	1887	0	234	756	459	1623	606	297	198	114	1452	489	534	2253	534	321	222	1023	777	732	0	0	672	204	396	180	1107	267	333	372	261
SRR10245001	642	636	1176	1056	834	264	372	1014	402	0	318	2061	561	0	336	468	270	186	366	1404	378	0	189	0	1410	141	231	333	615	345	0	969	495	330	0	384	240	0	0	585	360	501	639	267	330	939	90	681	150	0	0	396	2523	0	1407	357	234	0	255	1188	300	0	1047	1638	618	1359	288	0	1257	207	0	654	423	0	1506	480	0	114	1395	1140	2040	498	0	822	729	879	282	843	0	1605	0	1890	357	453	549	918	504	2355	744	0	759	1248	1941	0	1437	0	609	0	918	0	1707	1212	1980	714	1137	768	0	1236	369	0	471	159	597	336	441	1266	381	0	426	0	369	417	1389	1869	0	0	1263	132	465	204	0	678	642	1233	342	0	0	576	1971	924	0	1572	0	858	171	0	519	1029	0	519	0	816	477	138	546	627	0	441	1254	1200	582	615	0	429	276	0	819	669	462	0	0	492	2163	0	336	777	546	564	0	441	918	369	0	279	540	1335	0	807	1194	2274	0	288	1398	291	1635	600	1134	0	567	429	729	0	1281	402	213	1350	1539	210	300	0	246	1011	609	1554	0	978	0	1722	1437	360	678	1152	657	981	267	771	0	870	1065	1155	0	252	507	759	450	219	0	642	0	540	888	1773	855	0	186	0	624	219	0	420	0	0	387	684	1206	267	795	480	1674	564	1080	1284	1062	1029	873	1176	1161	495	834	1071	0	0	570	0	0	0	858	444	378	966	4107	498	306	132	0	384	846	0	0	195	858	615	63	321	660	345	0	270	726	1920	0	501	906	0	150	693	810	1248	0	1839	0	273	669	306	624	285	165	1296	0	0	606	0	624	0	0	1755	0	126	0	972	378	270	528	339	2265	1308	0	621	429	354	0	1128	1491	0	285	0	1164	0	591	273	567	0	0	591	270	1887	0	234	756	786	1623	648	297	198	114	1452	1158	282	2253	711	321	219	1782	813	1080	0	0	690	114	396	180	1107	372	516	237	402
SRR10245002	642	633	1176	1056	834	264	372	459	492	0	1029	2085	603	0	303	468	270	171	450	1404	378	0	228	0	1446	0	231	354	660	426	0	1023	495	330	0	384	237	0	0	618	282	537	642	267	330	546	186	681	150	0	0	291	2523	0	1146	357	234	0	255	1188	489	0	933	1638	618	1359	288	480	1614	348	0	654	291	0	1506	480	0	114	1395	1140	2040	423	0	822	729	915	279	843	0	1632	153	2007	357	471	549	867	504	2355	690	0	756	1248	1941	0	1437	0	609	0	639	0	1665	1212	1980	699	1131	768	0	678	369	0	471	159	921	135	585	1266	600	0	468	0	369	0	1143	1860	0	0	1215	249	465	204	0	0	642	1233	342	0	0	576	1971	924	0	1353	621	831	216	0	567	1029	0	591	429	816	477	138	567	936	0	210	1254	1518	567	450	0	546	375	0	819	669	435	0	0	492	2268	0	516	777	546	564	0	513	816	369	0	372	540	1329	0	807	1194	1851	0	288	1398	174	1635	600	1134	0	567	474	729	0	1275	0	213	1350	1539	429	0	0	246	1011	570	1554	0	978	0	1722	1437	558	708	660	657	981	267	771	0	870	1065	528	0	252	480	759	450	219	0	741	0	477	990	1773	855	0	306	0	621	144	0	420	0	0	387	651	1206	267	903	408	1755	336	1080	1143	1062	654	771	1176	1161	426	834	1071	0	0	1272	0	0	0	597	483	366	966	4107	447	609	132	0	315	861	0	0	279	858	615	0	336	660	291	0	270	726	1803	0	345	906	0	150	696	813	1542	0	1833	0	273	522	0	624	240	165	1215	0	0	543	0	309	0	0	1755	0	126	0	972	378	222	207	375	1638	1527	0	507	429	354	0	564	1737	0	285	0	1164	0	591	468	567	0	0	591	255	1887	0	234	1050	786	1629	648	318	357	114	1443	489	375	2253	534	576	159	1023	777	753	0	0	690	198	396	180	534	372	543	204	189
SRR10245003	582	633	1176	1056	834	138	372	915	96	0	513	1797	471	0	171	435	0	186	450	1404	378	0	93	0	1164	147	231	306	264	0	0	972	495	330	0	384	240	0	0	462	213	405	498	267	195	681	90	681	150	0	0	291	2391	0	696	357	234	0	255	1188	243	0	555	1638	618	1308	288	213	729	207	0	657	339	0	1506	333	0	114	1395	1140	2043	423	0	822	729	390	183	609	81	1452	0	1902	357	453	477	666	462	2355	321	0	759	1248	1941	0	570	0	213	0	912	0	1707	1212	1974	699	876	705	0	1236	210	0	339	102	606	120	441	1266	600	0	426	0	270	204	1389	954	0	0	1134	0	465	204	0	504	642	1233	342	0	0	576	1971	747	0	1059	522	732	165	0	282	1029	0	159	0	795	381	0	690	882	0	321	1137	963	333	162	0	297	252	0	657	669	453	0	0	492	2163	0	336	582	435	564	0	360	816	351	0	279	357	1335	0	807	1194	852	0	288	1308	0	948	600	1134	0	567	429	729	0	1275	312	213	639	1539	270	0	0	162	1011	162	1500	0	876	0	1722	1437	252	153	660	657	981	201	771	0	870	795	528	0	240	480	759	375	219	0	570	0	717	735	1632	855	0	0	0	624	96	0	336	207	0	300	639	1206	0	696	333	1755	324	1080	1137	684	648	675	1176	828	213	363	1071	0	0	543	0	0	0	858	423	0	966	3444	330	291	0	0	384	726	0	0	120	561	615	63	126	621	291	0	270	546	1209	0	165	777	0	0	405	558	1248	0	1542	0	273	300	0	624	240	165	810	0	0	459	0	255	0	0	1755	0	126	0	906	246	189	345	0	1614	1164	0	504	372	315	0	576	1371	0	153	0	1164	0	591	360	567	0	0	591	207	1887	0	234	654	786	1623	627	189	171	114	1452	489	174	2253	474	282	150	1023	777	903	0	0	690	201	396	180	849	267	411	177	261
SRR10245004	582	636	915	714	834	234	372	915	207	210	456	618	345	0	171	273	231	186	429	1404	378	0	150	0	1164	126	0	354	189	270	237	819	237	330	0	375	171	0	0	438	213	285	333	159	195	861	90	681	150	0	0	291	2523	0	1407	357	234	0	201	723	243	0	555	1638	618	1359	288	489	789	207	0	666	246	0	1506	63	0	114	1392	1140	1293	423	0	822	729	486	183	360	0	1458	0	1902	273	453	0	666	336	2355	615	0	762	822	1941	0	489	0	285	0	912	0	1707	1212	1980	699	876	300	0	480	324	0	339	102	363	108	585	1266	381	0	327	120	270	0	1389	579	0	0	426	132	465	180	0	420	642	759	342	0	0	336	1971	747	0	1098	285	732	171	0	174	1029	0	525	75	798	375	138	690	618	0	210	1260	801	180	264	0	252	159	0	684	321	462	0	0	492	2058	0	336	639	387	564	0	441	507	366	0	189	357	1335	0	807	639	843	0	288	708	0	1635	600	657	0	567	240	729	0	582	342	213	897	1539	279	0	0	246	636	207	1500	0	309	0	1677	1437	498	153	660	585	981	0	753	0	870	726	528	0	240	459	759	375	219	0	426	0	669	828	1449	855	0	186	0	501	96	0	360	0	0	294	483	591	267	579	234	1539	180	993	909	684	1029	372	1176	828	192	666	1071	0	0	570	0	0	0	597	423	285	966	3444	384	171	132	0	363	624	0	0	135	393	615	0	126	435	123	0	270	546	975	0	180	672	0	150	405	498	1377	0	1641	0	273	408	0	624	234	165	879	0	0	480	0	624	0	0	1755	0	0	0	366	246	141	402	219	1398	1008	0	573	372	315	0	228	1371	0	282	0	1164	0	591	198	348	0	0	591	270	1887	0	234	399	633	1623	543	297	171	114	1452	489	0	2253	384	276	150	1023	480	702	0	0	534	111	396	180	564	267	279	165	261
SRR10245005	642	636	429	1056	834	138	285	585	156	0	0	1419	345	0	171	468	0	186	450	1404	378	0	189	0	531	72	0	219	189	351	747	969	258	330	0	384	186	0	0	465	213	468	459	270	195	714	0	681	150	0	0	294	2475	0	855	357	234	0	135	723	288	0	774	1641	618	1359	288	0	1026	0	0	645	342	0	1479	447	0	114	1395	1140	1998	480	0	822	729	0	105	843	0	1458	0	1902	153	453	0	744	432	2355	393	0	627	1248	1941	0	1179	0	216	0	918	0	1707	1233	1977	714	822	705	0	1236	369	0	339	159	0	108	441	1266	381	0	420	0	270	0	1389	720	0	0	426	0	465	204	0	0	639	759	255	0	0	558	1971	747	0	1104	264	735	171	0	447	1014	0	519	0	816	369	186	690	627	0	135	1176	1119	567	273	0	342	96	0	657	531	435	0	0	492	2058	0	300	639	474	456	0	432	342	351	0	681	357	1335	0	807	705	2202	0	300	636	0	1635	600	618	0	567	234	729	0	1317	261	213	879	1539	0	0	0	255	636	0	1500	0	969	0	1725	1437	0	153	660	657	981	0	771	0	870	873	1125	0	240	435	540	441	219	0	537	0	732	723	1545	855	0	0	0	411	96	0	336	0	0	189	531	1206	114	696	333	1758	348	1065	1206	846	1029	375	1176	828	366	756	1071	0	0	570	0	0	0	597	423	141	798	3444	402	282	0	0	309	738	0	0	126	267	615	0	126	540	123	0	270	546	1446	0	153	441	0	0	405	492	813	96	1704	0	273	186	0	627	240	165	1044	0	0	480	0	624	0	0	1755	0	0	0	972	378	141	462	0	1500	1557	0	549	372	315	0	723	1494	0	195	0	1164	0	591	360	567	0	0	591	78	1887	0	234	756	786	1632	0	300	171	114	1458	489	126	2253	453	276	111	1023	777	762	0	0	534	198	396	180	582	267	408	0	261
SRR10245006	582	633	1176	1056	834	231	369	588	243	0	645	1806	603	0	171	438	195	186	255	1251	378	0	150	0	1164	138	246	354	213	408	0	939	225	330	0	384	171	0	0	456	96	282	498	267	195	933	0	681	150	0	0	291	2352	0	1026	357	234	0	201	723	243	0	495	1638	618	1308	288	102	723	207	0	423	303	0	1506	63	0	114	1236	1140	2040	330	0	822	729	444	87	609	0	1458	0	1902	240	471	432	594	432	2244	270	0	762	1248	1941	0	771	0	285	0	900	0	1707	1212	1980	714	729	492	0	1200	336	0	393	159	441	126	441	1353	381	0	426	0	270	0	1389	741	0	0	426	132	465	180	0	0	642	759	342	0	0	576	1881	747	0	1014	324	711	171	0	285	1020	0	546	237	735	369	138	540	627	0	156	1260	801	567	264	0	252	267	0	519	489	480	0	0	492	1311	0	336	582	387	564	0	369	138	336	0	279	357	1335	0	807	672	870	0	285	585	0	1635	600	846	0	567	240	729	0	1014	0	213	1275	1539	0	0	0	180	636	504	1500	0	744	0	1797	1044	333	153	660	648	585	114	771	0	870	492	528	0	252	459	759	378	219	0	423	0	669	699	1473	855	0	108	0	510	96	0	420	126	255	294	531	1206	267	594	234	1539	246	699	903	525	648	375	1176	828	291	666	975	0	0	570	0	0	0	528	423	0	966	3444	330	162	132	0	315	738	0	0	120	429	615	0	126	540	237	0	270	714	1554	0	315	723	342	150	369	486	897	0	1581	0	273	300	0	624	189	165	1062	60	0	309	0	624	0	0	1755	0	240	0	366	246	138	234	162	1485	969	0	597	372	315	0	435	1371	0	282	0	1164	0	591	315	498	0	0	591	93	1887	0	234	756	786	1629	648	213	0	114	1467	489	231	2253	384	276	210	1023	777	954	0	0	534	111	396	180	1077	267	279	0	201
SRR10245007	582	633	1176	1023	834	135	372	498	438	0	852	2016	603	0	432	468	396	186	450	1404	378	0	231	0	1164	141	246	354	312	426	0	969	471	330	0	384	210	0	0	561	282	522	642	267	195	732	0	681	150	0	0	291	2523	0	1407	357	234	0	255	546	288	0	555	1638	618	1359	288	0	1062	207	0	654	525	0	1506	480	0	114	1395	1140	2040	423	0	822	729	660	228	843	0	1377	0	1902	357	396	429	783	459	2355	690	180	762	615	1941	0	1437	0	609	0	900	0	1707	1212	1983	714	1179	768	0	1236	369	0	471	159	465	228	585	1353	381	0	489	0	270	303	1389	1071	0	0	873	0	465	204	0	0	642	1233	342	0	0	576	1971	924	0	1203	702	639	165	0	519	1029	0	591	213	816	546	138	690	345	0	210	1203	1164	567	279	0	489	300	426	567	531	462	0	0	492	2163	0	336	576	435	414	0	420	816	366	0	423	402	747	0	807	1194	1674	0	300	1398	201	1635	600	1134	0	567	429	729	0	1281	276	213	696	1539	210	0	0	246	1011	537	1500	0	552	0	1722	561	0	438	660	657	585	267	771	0	870	753	1029	0	252	459	759	237	219	0	483	0	708	828	1773	855	0	171	0	624	96	0	336	0	0	387	531	1206	267	801	267	1443	411	651	933	780	1029	789	1176	1161	339	834	1071	0	0	570	0	0	0	858	423	285	966	1890	495	321	132	0	384	732	0	0	195	387	615	0	126	660	291	0	270	726	1719	0	216	849	0	144	408	747	1248	0	1881	0	273	669	0	624	240	165	1152	0	0	480	0	534	0	0	1755	0	0	0	879	378	138	159	219	1284	1488	0	768	429	354	0	258	1491	0	282	0	1164	0	591	468	567	0	0	591	270	1887	0	234	1071	786	1629	555	318	189	114	1452	489	591	2253	534	378	198	1023	813	1047	0	0	690	57	396	180	1107	267	480	270	204
SRR10245008	642	633	1176	1056	834	264	372	1053	462	0	486	2085	603	0	171	315	231	186	450	1404	378	0	93	0	693	141	231	237	225	330	450	819	495	330	0	384	213	0	0	474	132	522	480	258	195	903	90	681	150	0	0	291	2523	0	1065	357	234	0	144	549	186	0	585	960	618	678	288	393	834	207	0	267	264	0	1506	297	0	114	1395	1140	879	423	0	822	729	648	234	423	0	837	0	1908	357	453	423	630	492	1137	309	180	759	570	1941	174	1437	0	459	0	918	0	1224	1233	1374	714	954	405	0	1236	369	0	339	159	375	138	585	1266	381	0	399	0	270	306	1389	882	0	0	426	132	291	204	0	786	642	759	342	0	0	576	1971	399	0	1032	264	732	165	0	468	1029	0	591	114	813	369	0	690	660	0	126	666	1041	333	264	0	252	252	0	549	504	435	0	0	492	1755	0	336	639	387	564	0	432	507	366	0	246	402	744	0	807	639	1611	0	288	720	228	1635	600	1134	0	567	489	729	0	1281	0	213	564	576	210	0	0	246	798	462	1551	0	534	0	1725	543	540	153	660	657	405	267	771	0	870	888	528	0	456	459	759	204	219	0	483	0	1188	687	909	522	0	210	0	558	138	0	420	0	0	354	660	1206	183	450	273	723	171	993	1047	393	1029	300	1176	1161	462	666	1071	0	0	570	0	0	0	858	483	291	966	1983	330	201	132	81	282	591	0	0	135	561	615	63	126	651	291	0	192	546	1638	0	339	906	303	150	693	684	1248	0	1842	0	273	354	0	627	240	165	432	0	0	459	0	624	0	0	1755	0	237	0	759	225	150	390	210	1500	1212	0	549	429	315	0	915	1371	0	282	0	1164	0	591	273	567	0	0	591	192	801	0	234	942	786	1632	630	300	198	114	1458	489	327	744	465	276	207	1023	777	732	84	0	687	57	396	180	582	267	411	0	261
SRR10245009	558	636	1176	1050	834	264	372	975	486	219	1020	2052	558	0	171	342	270	186	366	1404	378	0	93	0	1179	141	231	354	354	402	453	477	309	330	0	384	204	0	438	561	213	309	525	267	222	939	90	681	150	0	0	396	2523	0	1188	357	234	0	234	1188	261	0	555	1638	618	1308	288	294	942	348	0	654	276	0	1506	453	0	114	1395	1140	1992	411	0	822	729	708	279	609	0	1518	0	1902	357	453	0	843	504	2355	363	0	765	429	1941	192	1437	0	405	0	588	0	984	1212	1980	672	1086	492	0	1236	369	0	429	159	702	135	441	1266	381	0	426	0	270	303	1389	1068	0	0	426	162	465	204	0	0	642	1233	342	0	0	558	1971	552	0	1113	342	732	171	0	468	1029	0	555	105	816	315	138	519	636	0	321	1254	1119	567	291	0	468	300	0	696	588	435	0	0	492	2211	0	435	765	459	564	0	360	201	369	0	279	540	1335	0	807	1194	993	0	288	807	237	966	600	1134	0	567	429	729	0	1284	402	213	393	1539	339	0	0	246	1011	456	501	0	363	0	1722	1437	552	153	660	657	498	267	771	0	870	744	528	0	456	480	759	441	219	0	618	0	372	681	1647	855	0	186	0	561	144	0	420	207	0	294	531	1206	255	621	360	1755	312	1080	1224	987	984	675	1176	471	258	747	636	0	0	570	0	0	0	858	423	273	966	3444	441	213	132	0	384	738	0	0	210	513	615	63	126	648	291	0	270	726	1458	0	318	906	0	150	405	678	1503	0	1581	0	273	669	306	624	240	165	1152	0	0	603	0	624	0	0	1755	0	237	0	366	378	150	402	219	1575	1323	0	507	372	315	0	462	1491	0	195	0	1164	0	591	198	567	0	0	591	270	1887	0	249	888	786	1623	648	318	120	114	1047	489	534	1131	534	321	150	420	777	1383	0	0	519	57	396	180	510	267	408	372	291
SRR10245010	582	633	1176	852	834	231	372	915	366	0	483	1122	486	0	171	327	270	186	450	1404	378	0	183	0	747	141	231	333	537	306	231	969	267	330	0	384	240	0	0	462	213	492	480	267	195	939	90	681	150	0	0	303	2523	0	1416	357	234	0	201	1188	288	0	555	936	618	864	288	300	984	267	0	654	363	0	1059	333	0	114	1398	1140	1986	249	0	822	738	582	195	609	0	702	0	999	330	453	456	759	405	1611	330	0	765	1248	1047	0	495	0	609	0	912	0	1707	1212	1980	714	1137	768	0	1236	369	0	471	159	231	171	585	1353	381	0	0	0	270	363	768	852	0	0	426	132	465	204	0	0	642	759	342	0	0	576	1011	747	0	1146	264	732	171	0	351	1029	0	495	75	813	141	186	546	342	0	240	1260	1074	426	264	0	273	252	0	774	669	435	0	120	492	2070	0	336	474	387	564	0	318	816	366	0	264	402	1035	0	807	1194	942	0	288	1398	228	1635	600	1134	0	567	429	423	0	1338	288	213	1275	1038	279	0	0	246	606	441	1500	0	720	0	1797	1437	333	153	660	657	981	126	771	0	870	753	528	0	252	459	759	420	219	0	462	0	540	735	1740	855	0	186	0	519	96	0	336	0	237	294	531	1206	267	456	237	1755	255	651	1044	684	1029	375	1176	828	285	363	1071	0	0	570	0	0	0	597	423	0	966	2799	300	213	132	0	384	537	0	0	135	561	615	63	126	594	216	0	270	546	939	0	348	837	0	150	405	498	1503	0	1668	0	273	408	0	624	219	162	1170	0	0	459	0	396	0	0	1755	0	237	0	366	246	183	441	159	1506	1053	0	573	372	315	0	1059	1371	0	282	0	1164	0	591	360	561	0	0	591	270	1887	0	234	756	402	1623	540	300	171	114	1146	276	480	2253	537	261	219	1023	777	1047	0	0	519	102	396	180	582	267	258	111	258
